converted_alias	mock_rep1	mock_rep2	mock_rep3	sars_cov_rep1	sars_cov_rep2	sars_cov_rep3	p_value	converted_entrez_id
ENSG00000106366	417.2	403.4	423.1	388.4	378.2	383.3	0.0087604210612663	5054
ENSG00000160991	0.8766	0.8932	0.8473	0.7758	0.6034	0.719	0.0300287961628855	80228
ENSG00000105819	10.36	10.42	11.7	9.4	9.449	9.067	0.0283846586718422	9512
ENSG00000005483	11.9	11.78	11.75	10.44	10.98	10.02	0.009151484811606	55904
ENSG00000146776	0.7011	0.7824	0.6674	0.5806	0.5196	0.5924	0.0202282014501853	222255
ENSG00000091136	50.89	47.53	46.76	51.33	53.72	53.2	0.0406553026563737	3912
ENSG00000091129	0.1424	0.1357	0.1853	0.2689	0.3451	0.274	0.0082482435950542	4897
ENSG00000146802	1.611	1.447	1.864	1.222	1.256	1.249	0.0307235281124756	64418
ENSG00000196937	93.45	89.39	94.51	66.22	77.84	68.96	0.0050361463431958	10447
ENSG00000106278	1.163	1.253	1.213	0.6637	0.7237	0.7575	0.0001971303909996	5803
ENSG00000224897	0.1573	0.1162	0.1447	0.08853	0.08819	0.06054	0.0168952479533832	401398
ENSG00000224897	0.1573	0.1162	0.1447	0.08853	0.08819	0.06054	0.0168952479533832	101928283
ENSG00000106328	0.1224	0.06458	0.06497	0.0	0.0	0.0	0.0119478867648539	29999
ENSG00000128596	0.2563	0.2801	0.2786	0.1855	0.154	0.155	0.001156036400546	64753
ENSG00000158467	2.854	2.833	3.268	3.536	3.673	3.599	0.0136944985544961	23382
ENSG00000158516	0.04916	0.1038	0.1392	0.0	0.0	0.0	0.0205002993868989	1358
ENSG00000128510	60.14	67.73	65.65	41.1	45.21	46.79	0.0020576819792451	51200
ENSG00000106484	2.639	2.144	2.384	1.681	1.947	1.911	0.0304904617350165	4232
ENSG00000128567	0.4041	0.415	0.4098	0.6886	0.6124	0.5508	0.0065443731245488	5420
ENSG00000273297	1.106	0.8757	0.9789	0.6706	0.5488	0.647	0.0087867674758538	105375519
ENSG00000198074	19.81	19.57	21.06	15.98	18.64	14.04	0.0496767687010018	57016
ENSG00000172331	12.05	11.22	13.91	21.13	25.1	24.15	0.0015296147181895	669
ENSG00000122786	69.38	67.35	72.19	65.83	64.5	64.52	0.0332424741656435	800
ENSG00000080802	9.257	9.241	9.42	8.53	8.818	8.915	0.0128766910225104	4850
ENSG00000243317	13.04	13.4	14.82	11.96	11.74	11.89	0.0259645124080935	647087
ENSG00000157741	1.061	1.251	1.346	0.9588	0.9593	0.9143	0.0318590040059093	254048
ENSG00000064393	6.175	5.542	6.298	4.777	4.711	5.179	0.0155814084566433	28996
ENSG00000059378	3.535	3.747	3.528	6.525	5.661	5.872	0.0008604771519833	64761
ENSG00000050327	15.13	14.66	14.43	15.81	15.85	15.55	0.0116789627756219	7984
ENSG00000155660	94.76	96.71	93.47	101.5	103.0	97.23	0.0467106845344341	9601
ENSG00000291118	5.588	6.389	5.127	3.961	4.526	4.667	0.0368451861030485	79970
ENSG00000002726	0.04211	0.04444	0.07453	0.0	0.0	0.01621	0.0147575630350952	26
ENSG00000164867	0.1775	0.1338	0.1346	0.09993	0.05688	0.06833	0.0190283284991732	4846
ENSG00000181652	0.7955	1.003	0.782	0.4477	0.4089	0.353	0.0039693788311986	285973
ENSG00000285292	12.05	10.86	10.93	12.94	12.98	13.47	0.0117915102865011	114483834
ENSG00000182372	3.22	3.457	3.619	2.933	3.016	3.014	0.0202501263242175	2055
ENSG00000036448	1.018	0.9782	0.8687	0.7789	0.7028	0.6734	0.0123133295914253	9172
ENSG00000275342	4.496	4.82	4.087	3.863	2.76	3.457	0.0453610810746894	157285
ENSG00000154319	0.3663	0.3608	0.2506	0.6048	0.5888	0.705	0.0042275779794145	83648
ENSG00000186523	0.2297	0.2909	0.2601	0.3792	0.3263	0.389	0.0164255724327475	85002
ENSG00000104723	7.047	7.423	8.145	5.482	6.503	6.111	0.0263967813705782	7991
ENSG00000129422	6.364	6.772	7.078	4.819	5.66	4.546	0.0117713052836253	57509
ENSG00000104763	35.24	33.55	39.88	30.88	30.58	28.85	0.0373917991191511	427
ENSG00000156011	3.209	2.692	3.272	2.421	2.604	2.522	0.0471225425900205	23362
ENSG00000147408	0.1192	0.1887	0.2574	0.3758	0.3208	0.3671	0.0186412100057548	55790
ENSG00000168481	0.3026	0.3193	0.2999	0.09084	0.1584	0.05436	0.0026831354978106	203190
ENSG00000254064	0.3809	0.4019	0.1797	0.5717	0.7119	0.8307	0.0203727562931128	100507071
ENSG00000120889	57.45	55.59	54.93	65.56	63.18	62.77	0.0024231685963347	8795
ENSG00000284948	0.5791	0.5556	0.5217	0.2963	0.4132	0.4458	0.0259395398112606	254896
ENSG00000104689	20.0	19.16	19.77	24.19	26.28	26.21	0.0012577367919693	8797
ENSG00000253837	2.003	1.94	1.862	2.12	2.112	2.227	0.0167394996692106	100507156
ENSG00000147454	5.743	6.499	6.279	8.483	8.304	9.106	0.001754686752948	51312
ENSG00000167034	0.8765	1.303	1.283	1.525	1.676	1.656	0.0339738294315487	4824
ENSG00000159167	8.604	6.868	7.993	12.12	12.76	13.16	0.0011997345793213	6781
ENSG00000042980	3.278	3.417	3.418	4.257	4.923	4.045	0.0181089973632516	10863
ENSG00000120885	6.885	6.15	6.017	5.348	5.016	4.229	0.0254682814502911	1191
ENSG00000186918	12.42	14.31	14.32	11.0	10.9	9.774	0.0136867643636873	55893
ENSG00000120875	6.99	6.091	7.699	10.62	9.424	11.43	0.0087703570939923	1846
ENSG00000104687	24.37	23.24	24.87	17.73	20.26	20.18	0.0076622044394172	2936
ENSG00000133874	1.933	1.538	1.537	2.277	2.235	2.645	0.0180616890677927	79845
ENSG00000156675	15.96	15.24	16.56	18.28	19.35	22.0	0.0277162060359611	80223
ENSG00000129691	11.0	10.85	10.84	8.686	9.53	8.635	0.0027267258574488	9070
ENSG00000197140	0.2005	0.3056	0.3311	0.07523	0.1249	0.1029	0.0137803933148512	203102
ENSG00000104332	13.39	12.6	14.51	9.629	11.32	10.36	0.0143392838934507	6422
ENSG00000147536	1.863	1.641	1.633	1.212	1.38	1.487	0.0326531425746854	84296
ENSG00000158669	11.36	11.84	11.3	13.3	12.44	12.81	0.0110791108210052	137964
ENSG00000104368	4.74	4.439	4.489	12.48	9.698	12.42	0.0016364833516501	5327
ENSG00000070501	19.92	17.45	16.88	23.09	22.43	21.41	0.0159541453019166	5423
ENSG00000176209	1.172	1.524	1.539	0.8799	0.9908	0.8764	0.0168607738466769	114926
ENSG00000120925	4.42	4.243	4.269	3.086	3.958	3.456	0.0350377500820516	81790
ENSG00000104738	8.435	8.819	9.615	7.505	6.949	7.307	0.0113553033352854	4173
ENSG00000237807	0.4724	0.7359	0.8678	0.3165	0.2144	0.2121	0.0214709811409364	100507516
ENSG00000254087	3.004	2.946	3.769	4.061	4.284	4.051	0.0318416098265615	4067
ENSG00000170786	0.7362	0.7012	0.8643	0.9501	0.9465	0.9539	0.0210797426318271	195814
ENSG00000198363	10.51	10.88	11.31	9.155	10.11	10.09	0.0462352446597859	444
ENSG00000179041	19.61	19.02	19.08	22.12	20.72	22.36	0.0101535513561496	23212
ENSG00000185697	0.4681	0.4458	0.4606	0.2956	0.3713	0.3164	0.0051690157642958	4603
ENSG00000140396	1.545	1.363	1.57	1.293	1.195	1.25	0.0256366464596559	10499
ENSG00000104313	0.7326	0.5843	0.475	0.2959	0.3888	0.3423	0.0324494800486835	2138
ENSG00000171033	0.5124	0.5726	0.5868	0.4242	0.4056	0.3597	0.0057049049529689	5569
ENSG00000164684	1.075	1.126	1.251	0.799	0.8807	0.8486	0.0058411544214248	619279
ENSG00000176623	4.589	4.815	5.579	3.897	4.29	3.881	0.041466521372545	51115
ENSG00000197275	0.5716	0.7499	0.7928	0.5478	0.4504	0.3568	0.0442031480422946	25788
ENSG00000265817	0.4245	0.512	0.5237	0.2458	0.2856	0.2194	0.0029977082577045	100861412
ENSG00000156172	1.253	1.178	1.275	0.8374	0.6366	0.8891	0.005575119120233	157657
ENSG00000156467	101.1	94.6	99.76	80.16	89.93	87.54	0.0236626596184185	7381
ENSG00000169439	1.13	0.8419	1.0	0.6361	0.7269	0.6909	0.024854104992852	6383
ENSG00000104361	3.402	3.913	4.337	2.798	3.112	2.902	0.0295386436370467	79815
ENSG00000070756	468.4	421.6	477.1	397.0	403.1	413.5	0.0459591379942356	26986
ENSG00000247081	0.3079	0.3532	0.3696	0.2562	0.2702	0.1804	0.032029149710002	105369147
ENSG00000164932	0.4224	0.2477	0.09967	0.5284	0.579	0.542	0.036110254085477	115908
ENSG00000176406	0.5797	0.6701	0.6331	0.3854	0.5387	0.4994	0.0444302375013328	9699
ENSG00000164830	4.269	4.643	4.583	3.938	3.472	3.47	0.0109020491322336	55074
ENSG00000147654	6.477	7.788	8.211	5.539	5.745	5.89	0.0292921820242008	9166
ENSG00000283956	4.478	4.726	3.804	1.008	1.004	2.068	0.0026779373895291	100500914
ENSG00000147689	63.78	64.67	65.2	85.21	76.81	84.29	0.0028564470222876	84985
ENSG00000165156	8.471	8.48	8.326	6.907	7.613	7.122	0.0048628608306423	11244
ENSG00000104537	0.1242	0.0437	0.05862	0.0	0.0	0.0	0.0378836660579817	312
ENSG00000170873	4.595	4.757	4.819	5.715	5.75	5.764	0.0001177287582032	9788
ENSG00000136997	45.77	48.09	45.85	61.66	52.16	55.39	0.0272319118456498	4609
ENSG00000131773	0.7187	0.809	0.8591	0.5393	0.6268	0.5717	0.0110556716340881	10656
ENSG00000167656	20.86	26.72	22.86	19.06	12.63	13.24	0.0335840459427931	8581
ENSG00000080503	10.64	9.347	10.39	7.939	8.579	8.378	0.0140975374107757	6595
ENSG00000106686	0.07956	0.07751	0.06931	0.124	0.09609	0.1084	0.0171076404944208	55064
ENSG00000137033	1.386	1.366	1.74	2.622	2.384	1.793	0.0488649826173002	90865
ENSG00000153714	3.726	3.933	4.002	3.408	3.11	3.162	0.0059471960403677	286343
ENSG00000147862	2.629	2.253	2.718	2.104	2.19	2.025	0.0467815755633909	4781
ENSG00000164985	9.923	9.484	8.534	5.87	8.032	7.525	0.0479778478592582	11168
ENSG00000177076	2.541	2.916	2.605	1.733	2.152	1.729	0.0109512261909495	340485
ENSG00000233816	0.0	0.0	0.0	0.2146	0.1069	0.07337	0.0365895835263487	3447
ENSG00000107105	0.2252	0.27	0.1521	0.06913	0.09182	0.1221	0.0320796451388611	1993
ENSG00000120159	4.934	5.002	5.668	4.337	4.514	4.432	0.0320377527116995	79886
ENSG00000107201	3.094	4.383	4.8	5.932	5.497	5.775	0.036058538812799	23586
ENSG00000086062	111.8	121.2	128.7	147.3	152.9	143.4	0.0082554900148192	2683
ENSG00000165272	63.0	73.5	68.51	51.07	42.04	45.93	0.0053570452621552	360
ENSG00000010438	3.912	3.303	3.669	5.725	4.716	6.174	0.01486333385333	5646
ENSG00000164976	11.41	11.55	11.8	10.6	10.12	11.07	0.0290221184723114	57462
ENSG00000205143	0.1934	0.1895	0.2346	0.1399	0.1084	0.06911	0.0162185676652638	138715
ENSG00000137070	1.29	1.399	1.319	1.129	0.924	1.089	0.0150613292507138	3590
ENSG00000185972	0.0	0.0	0.02377	0.1512	0.07532	0.07756	0.0233316941186998	881
ENSG00000107338	4.572	5.374	5.199	6.561	5.625	6.305	0.0395398525127056	6461
ENSG00000106714	1.525	1.399	1.487	0.9712	1.052	1.016	0.0004853922236003	79937
ENSG00000283378	1.525	1.399	1.487	0.9712	1.052	1.016	0.0004853922236003	79937
ENSG00000283378	1.525	1.399	1.487	0.9712	1.052	1.016	0.0004853922236003	100289279
ENSG00000135063	0.8876	1.135	1.009	0.7037	0.8271	0.6207	0.0346523479814725	9413
ENSG00000107282	0.4432	0.315	0.4994	0.2036	0.2536	0.2158	0.0262323282441822	320
ENSG00000119138	8.286	8.797	7.171	6.303	7.025	5.944	0.0448182300201634	687
ENSG00000135046	612.4	537.5	585.7	666.9	714.4	768.0	0.0194892902132197	301
ENSG00000106733	3.01	3.615	3.167	2.097	2.126	2.32	0.0050779494374715	54981
ENSG00000187210	1.372	1.448	1.57	1.304	1.113	1.214	0.0338535254568612	2650
ENSG00000148019	0.8688	0.9465	0.9642	0.7257	0.8109	0.8091	0.0235515970892875	84131
ENSG00000196781	5.631	5.171	5.435	4.742	4.875	4.623	0.011841249826675	7088
ENSG00000135052	17.97	18.04	19.63	16.03	16.65	16.69	0.0230193721436663	51280
ENSG00000226237	0.0	0.0	0.0	0.01677	0.03342	0.02868	0.0060537797506918	100506834
ENSG00000196730	1.17	1.253	1.204	0.9376	0.9638	0.9345	0.0005179718187391	1612
ENSG00000148090	1.639	1.709	1.817	1.289	1.329	1.376	0.0024675703090765	549
ENSG00000165030	11.27	12.51	11.62	8.695	9.895	8.228	0.0098513068830294	4783
ENSG00000188312	1.069	1.049	1.095	0.9584	0.9199	0.9377	0.0015872725195656	401541
ENSG00000188938	4.595	4.48	4.508	4.057	4.084	4.325	0.0154889771542688	158293
ENSG00000130948	1.06	1.218	0.872	0.5442	0.5945	0.5402	0.008460161820009	3293
ENSG00000136943	17.62	15.93	16.13	13.56	15.48	13.71	0.0471474480463996	1515
ENSG00000136936	1.958	1.875	2.215	1.409	1.743	1.313	0.0333914776054675	7507
ENSG00000106785	4.272	4.477	4.559	5.397	5.363	5.763	0.0022345934773277	9830
ENSG00000106789	9.163	8.405	8.535	10.15	9.598	10.36	0.0149432380207381	7464
ENSG00000251349	4.835	4.848	4.868	5.473	5.814	5.997	0.0040737751434643	100526694
ENSG00000186051	0.0	0.1033	0.0	0.2204	0.2195	0.226	0.0055547812488608	6887
ENSG00000148143	5.097	5.03	5.308	4.731	4.834	4.599	0.0171522999784588	58499
ENSG00000136826	7.36	8.086	8.241	7.074	7.168	6.843	0.0395711446419437	9314
ENSG00000106771	7.921	8.592	8.384	6.676	7.73	7.401	0.0492955712614184	23731
ENSG00000119471	8.324	8.085	8.456	7.749	7.166	7.153	0.0142331586144231	84263
ENSG00000228623	0.9344	1.044	1.07	0.7425	0.7397	0.7511	0.0028622675015449	169834
ENSG00000136866	0.1241	0.08731	0.1025	0.1281	0.1856	0.1831	0.047633179961493	7539
ENSG00000165188	0.065	0.1143	0.04601	0.1951	0.2187	0.1626	0.0108851256820642	138065
ENSG00000148218	6.091	6.167	6.642	4.695	4.861	5.302	0.0057372826201266	210
ENSG00000181634	0.3624	0.3824	0.4367	0.4851	0.5931	0.6522	0.0271312826757131	9966
ENSG00000041982	16.2	14.22	14.31	22.05	22.72	18.72	0.010972647592404	3371
ENSG00000106780	4.753	5.608	5.796	3.855	4.562	3.739	0.0315945219987454	1955
ENSG00000293514	1.577	1.549	1.61	1.074	1.275	1.224	0.0035071757222234	253039
ENSG00000119403	1.578	1.92	1.939	1.406	1.302	1.497	0.0343146303684645	26147
ENSG00000119397	1.875	2.008	1.969	1.303	1.618	1.374	0.0073480396506224	11064
ENSG00000119446	4.329	4.927	5.104	3.683	3.584	3.691	0.0087421172613184	92400
ENSG00000186130	2.169	2.121	2.179	1.796	2.057	1.719	0.0450297170607231	10773
ENSG00000011454	12.06	12.28	13.2	10.06	11.21	10.68	0.0180599239716525	23637
ENSG00000165209	1.526	1.623	1.625	1.146	1.261	1.231	0.0013386671012321	55342
ENSG00000148200	0.5625	0.5109	0.5393	0.4649	0.487	0.5043	0.0499210187238538	2649
ENSG00000185585	4.206	5.04	4.487	2.433	2.38	2.061	0.001083157787979	169611
ENSG00000136935	5.285	4.982	5.338	4.514	4.538	4.725	0.0092482780369916	2800
ENSG00000173611	0.3991	0.3879	0.4312	0.3488	0.3062	0.3376	0.0144497798841717	286205
ENSG00000167081	4.67	4.469	4.173	3.622	3.538	3.579	0.0042333972065456	5090
ENSG00000196814	0.3133	0.3031	0.2818	0.2645	0.2269	0.2286	0.0180974277083099	89853
ENSG00000225032	0.6363	0.6044	0.563	0.788	0.7849	0.8818	0.0047517153338352	102723566
ENSG00000232850	0.03105	0.06553	0.02198	0.1048	0.1044	0.1673	0.0255082652330471	389791
ENSG00000148346	361.4	363.2	279.5	658.3	494.8	454.2	0.0420682108768334	3934
ENSG00000197694	50.16	47.67	49.4	52.45	51.51	51.79	0.0226474499290295	6709
ENSG00000148331	5.347	5.613	5.277	6.497	6.123	6.921	0.0119992619292142	140459
ENSG00000136816	9.413	9.439	9.761	11.97	11.78	10.84	0.0055749902776372	27348
ENSG00000130707	32.57	29.95	33.61	46.75	43.27	42.49	0.0020561888730703	445
ENSG00000148308	10.78	10.7	9.62	11.82	11.48	11.31	0.0439675977865262	9328
ENSG00000170835	3.324	3.624	3.247	2.66	2.311	1.935	0.010105972812853	1056
ENSG00000130635	0.5451	0.5369	0.5488	0.5114	0.4347	0.4499	0.029904365541338	1289
ENSG00000176884	0.04749	0.01253	0.01681	0.09356	0.06657	0.05941	0.0348030936420502	2902
ENSG00000188229	175.0	164.0	175.0	245.2	197.5	226.7	0.0226159477299448	10383
ENSG00000067064	15.95	16.72	17.49	19.98	21.62	23.05	0.0082288927700476	3422
ENSG00000187134	17.04	16.35	17.5	15.68	15.21	16.16	0.0415188758959534	1645
ENSG00000151632	35.55	34.85	34.43	29.86	31.47	29.65	0.0022131113099175	1646
ENSG00000178462	0.6928	0.6542	0.5162	0.4516	0.2454	0.4351	0.045830864856334	79861
ENSG00000134461	1.689	1.707	1.6	1.473	1.548	1.584	0.0486968027261815	54522
ENSG00000134470	0.3797	0.4736	0.3421	0.5246	0.5226	0.4983	0.0433723010785225	3601
ENSG00000170525	26.43	24.6	25.28	29.83	29.65	26.62	0.0493850431489107	5209
ENSG00000165629	124.6	122.8	135.7	92.29	104.5	116.2	0.0431086397269614	509
ENSG00000152465	2.1	2.204	2.234	1.757	2.033	1.886	0.0325457915725093	9397
ENSG00000180592	0.07014	0.05921	0.0844	0.03948	0.03933	0.05399	0.0369832954453531	387640
ENSG00000078403	4.866	5.162	5.542	4.284	4.39	4.478	0.0166749938465654	8028
ENSG00000179133	0.005852	0.01235	0.01243	0.0	0.0	0.004505	0.0302010284281048	256815
ENSG00000165312	1.806	2.327	2.572	1.537	1.437	1.706	0.0476854147371332	220213
ENSG00000107863	30.82	28.6	27.02	24.36	25.74	26.11	0.0495203006046655	57584
ENSG00000107968	0.3326	0.3159	0.3826	0.7957	0.69	0.6977	0.0006253468180442	1326
ENSG00000099250	10.71	11.11	12.48	8.421	9.003	8.256	0.0078261385035156	8829
ENSG00000198105	0.9094	0.9888	0.9298	0.7342	0.8241	0.7478	0.0090656876338125	57209
ENSG00000196693	1.903	1.918	1.697	1.489	1.578	1.471	0.0141887797415296	7582
ENSG00000265763	0.7218	0.7354	0.6959	0.3782	0.307	0.2874	0.000193059556773	118738
ENSG00000277758	0.1719	0.254	0.233	0.1327	0.1487	0.1229	0.0300407239967279	102724488
ENSG00000128805	0.9214	0.9075	0.9517	1.191	1.171	1.017	0.0242198080041148	58504
ENSG00000148541	0.1982	0.2788	0.2618	0.119	0.08889	0.1373	0.0097612494505455	220965
ENSG00000108091	13.17	13.96	16.13	12.08	11.74	10.48	0.0416611143395718	8030
ENSG00000151150	1.554	1.665	1.964	1.263	1.379	1.301	0.0313199295281878	288
ENSG00000170312	2.794	2.646	3.062	2.155	2.425	1.834	0.0294324459910934	983
ENSG00000138311	0.3497	0.4319	0.4266	0.2848	0.3087	0.1919	0.0338063687877514	22891
ENSG00000122877	0.06217	0.08748	0.08801	0.0	0.02324	0.01595	0.0037786620819763	1959
ENSG00000108176	0.03992	0.08425	0.0	0.1348	0.179	0.1229	0.0247783071953007	56521
ENSG00000096717	1.513	1.597	1.424	1.29	1.219	1.057	0.019271896186743	23411
ENSG00000138347	0.1913	0.101	0.1422	0.2908	0.3541	0.2615	0.0141140340556945	84665
ENSG00000198246	3.568	4.508	4.467	3.087	2.939	3.288	0.0290352610182664	55315
ENSG00000107736	0.07617	0.05526	0.07076	0.04823	0.02669	0.03298	0.0246604150373653	64072
ENSG00000197746	407.2	428.9	416.6	392.5	350.8	336.9	0.0322306618217164	5660
ENSG00000122863	4.949	4.678	4.602	4.259	3.747	4.111	0.0190211216617522	9469
ENSG00000166321	1.206	1.244	1.63	0.7098	0.7686	1.087	0.0478751314633832	25961
ENSG00000166348	1.908	1.947	2.125	2.361	2.292	2.535	0.0149623893792192	159195
ENSG00000122861	151.6	151.7	141.9	205.0	218.2	206.6	0.0003095256811041	5328
ENSG00000222047	28.09	26.56	24.0	35.46	38.55	38.26	0.0019287571399883	414236
ENSG00000156113	0.6986	0.8196	0.8886	0.5689	0.5389	0.5979	0.0158171677969886	3778
ENSG00000151208	8.847	8.866	9.056	8.481	7.844	8.101	0.0165285977333605	9231
ENSG00000108179	13.2	14.18	13.81	18.55	16.27	16.13	0.0175834015564767	10105
ENSG00000165424	0.923	0.8831	0.8624	0.6927	0.8142	0.7958	0.0433161319794142	219654
ENSG00000133678	5.887	5.693	5.936	5.391	5.201	5.217	0.0040526993919689	80195
ENSG00000122359	21.74	21.76	19.44	23.37	23.68	24.42	0.0267038673179369	311
ENSG00000151224	0.05796	0.04078	0.02735	0.0	0.0	0.0	0.0090063790961539	4143
ENSG00000148600	0.6418	0.7874	0.6757	0.6141	0.4768	0.5002	0.0486595510219352	92211
ENSG00000227268	0.2599	0.2581	0.2489	0.2753	0.3086	0.3119	0.0242514416210912	100144748
ENSG00000184719	0.09041	0.08712	0.08486	0.06859	0.07053	0.07565	0.003915035719756	55328
ENSG00000138135	0.1936	0.2043	0.1918	0.1307	0.04341	0.1341	0.0350339374401412	9023
ENSG00000119917	4.557	8.087	5.016	9.246	9.042	9.08	0.0434334454174197	3437
ENSG00000185745	1.258	2.452	1.449	2.709	2.977	3.125	0.0354232501998005	3434
ENSG00000119938	2.727	3.286	2.896	1.883	2.453	1.713	0.0266566771990228	5507
ENSG00000107854	5.389	5.961	6.487	4.345	4.706	4.395	0.0121685634411504	80351
ENSG00000138180	8.532	8.336	9.197	6.806	6.561	6.428	0.0017945325818731	55165
ENSG00000176273	0.3357	0.311	0.4173	0.2304	0.2663	0.2269	0.0302410716457754	159371
ENSG00000119969	0.2592	0.309	0.3737	0.1945	0.2099	0.1995	0.0281042676655005	3070
ENSG00000138185	0.6614	0.7784	0.7689	0.6047	0.5124	0.6156	0.0333217214817839	953
ENSG00000095585	2.493	2.739	2.792	1.948	1.759	1.755	0.0015873540012188	29760
ENSG00000165879	0.7416	0.7304	0.6649	0.3339	0.3049	0.4187	0.0009908864587287	10023
ENSG00000171311	2.774	2.696	2.945	3.266	3.52	3.28	0.007586280865376	51013
ENSG00000166024	3.73	3.676	3.94	3.246	3.51	3.52	0.0416102834472036	27291
ENSG00000155287	4.225	4.848	4.886	6.264	5.895	5.395	0.0222725105735205	81894
ENSG00000196072	10.95	12.35	13.2	10.18	9.535	10.63	0.0480788447110055	282991
ENSG00000099194	402.5	406.8	421.9	340.2	373.9	367.5	0.0137630329779631	6319
ENSG00000075826	1.566	1.444	1.508	1.366	1.408	1.249	0.0494490052190899	25956
ENSG00000198408	37.73	39.56	40.05	31.86	36.8	34.94	0.0461599185939042	10724
ENSG00000077150	9.654	10.34	9.697	21.21	17.05	17.99	0.0022860684541857	4791
ENSG00000138175	6.13	5.512	6.553	4.788	5.314	5.195	0.0474666434426558	403
ENSG00000166275	2.247	2.4	2.599	1.943	1.598	1.677	0.0097728620163718	119032
ENSG00000148798	0.7843	0.6792	0.8399	0.5434	0.6089	0.5651	0.0185020683173971	9118
ENSG00000148843	13.37	11.9	13.02	14.26	14.27	14.65	0.0241950194683734	22984
ENSG00000107957	21.81	21.12	20.9	19.42	19.5	20.4	0.0226477844909034	9644
ENSG00000065613	23.54	24.21	28.03	18.99	20.08	20.88	0.0245967951794692	9748
ENSG00000148700	15.52	16.14	19.11	11.04	12.14	12.18	0.0117506233362865	120
ENSG00000138166	3.405	3.148	4.185	4.992	4.706	4.298	0.0429876883498131	1847
ENSG00000108055	16.22	16.29	18.82	12.05	14.18	13.35	0.0206880038147847	9126
ENSG00000203867	0.1305	0.1101	0.1847	0.02937	0.04682	0.05825	0.0151577918422532	282996
ENSG00000150593	72.65	75.88	86.99	57.9	60.79	54.64	0.0115291102977929	27250
ENSG00000119927	2.303	2.313	2.524	1.906	1.985	2.071	0.0104531422166646	57678
ENSG00000099204	9.042	9.033	9.766	6.865	7.702	7.238	0.0042131076730821	3983
ENSG00000107560	1.781	1.529	1.88	1.178	1.331	1.452	0.03540610176416	22841
ENSG00000188613	0.7162	0.5497	0.795	0.1466	0.3285	0.2067	0.0069312380934941	340719
ENSG00000151923	9.976	10.0	10.07	9.105	9.685	9.551	0.0328836365197899	7073
ENSG00000151929	83.44	85.91	83.56	76.35	70.38	72.77	0.0043277872759649	9531
ENSG00000066468	2.294	2.564	2.411	1.9	1.766	1.745	0.0025388296535177	2263
ENSG00000138162	4.902	4.659	4.34	3.836	4.029	4.0	0.0173593939421205	10579
ENSG00000095574	2.687	2.534	2.941	2.269	2.385	2.092	0.0319546768420538	64376
ENSG00000229544	1.833	1.612	1.946	2.338	2.192	2.046	0.0378703704595674	390010
ENSG00000203791	0.9255	1.092	1.233	0.715	0.8547	0.8242	0.0441299353945732	399818
ENSG00000148773	7.375	6.739	6.34	5.364	5.748	5.894	0.027854534522337	4288
ENSG00000176769	0.07492	0.05271	0.03536	0.0	0.0	0.009613	0.0126418542271365	256536
ENSG00000151651	1.949	2.166	1.892	4.815	2.978	3.903	0.0241767855975324	101
ENSG00000185201	35.2	31.1	27.7	40.94	36.76	44.96	0.0409019427138258	10581
ENSG00000185885	5.187	7.127	6.305	16.53	13.83	18.99	0.0030050589766304	8519
ENSG00000142089	155.4	152.8	124.7	276.7	198.8	234.2	0.0198573795912264	10410
ENSG00000185507	0.6357	1.006	0.675	3.006	1.568	2.031	0.0313622666569149	3665
ENSG00000244242	4.19	6.428	3.776	2.002	1.461	1.653	0.0210737237170488	402778
ENSG00000130598	1.475	1.557	1.429	1.136	0.2612	0.538	0.0320448935609	7136
ENSG00000130595	0.1031	0.03626	0.07296	0.0	0.0	0.0	0.0215408130300406	7140
ENSG00000129757	0.5055	0.4979	0.5487	0.2656	0.4157	0.3503	0.0199092030864145	1028
ENSG00000205531	50.84	47.54	48.91	42.23	45.75	45.86	0.0427052204529273	4676
ENSG00000132109	18.92	15.83	16.79	20.24	22.47	20.51	0.027806110517341	6737
ENSG00000132254	15.13	14.46	13.07	15.73	15.94	16.6	0.0473616383822291	23647
ENSG00000149050	0.3126	0.2985	0.3372	0.1676	0.2671	0.2292	0.0381694268758878	7761
ENSG00000170743	0.01057	0.01673	0.02618	0.005948	0.005925	0.0	0.048777969011464	143425
ENSG00000183378	0.295	0.3854	0.338	0.1107	0.2048	0.1892	0.0118879668657088	341277
ENSG00000130413	0.2304	0.204	0.2052	0.1088	0.1834	0.123	0.0376210796122297	65975
ENSG00000166483	1.957	1.71	2.207	1.497	1.56	1.412	0.0352678289042217	7465
ENSG00000133805	4.316	3.477	4.131	5.091	4.935	5.227	0.0143911858849412	272
ENSG00000110315	13.74	11.61	14.04	10.4	10.67	10.98	0.0353722656105168	50862
ENSG00000247271	5.933	5.889	5.406	4.431	4.15	4.771	0.0063284603673719	729013
ENSG00000050165	51.58	56.05	52.39	45.97	46.43	41.45	0.0142431217886528	27122
ENSG00000133816	10.32	8.839	8.812	11.81	12.07	12.82	0.0075398707021725	9645
ENSG00000186104	0.5597	0.6329	0.7318	0.5337	0.3843	0.4397	0.0463172115737366	120227
ENSG00000110693	0.583	0.6153	0.5548	0.2844	0.2543	0.3616	0.0014541191703185	55553
ENSG00000179826	0.2708	0.4083	0.3834	1.524	1.518	0.968	0.0065395256715681	117195
